2026-06-06 08:16:27,058 INFO    StreamThr :539566 [internal.py:wandb_internal():85] W&B internal server running at pid: 539566, started at: 2026-06-06 08:16:27.057561
2026-06-06 08:16:27,287 INFO    SenderThread:539566 [sender.py:send_exit():587] handling runtime: 0
2026-06-06 08:16:27,287 INFO    SenderThread:539566 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2026-06-06 08:16:27,288 INFO    SenderThread:539566 [sender.py:send_exit():593] send defer
2026-06-06 08:16:27,288 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,288 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 0
2026-06-06 08:16:27,288 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,288 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 0
2026-06-06 08:16:27,288 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 1
2026-06-06 08:16:27,288 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,289 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 1
2026-06-06 08:16:27,289 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,289 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 1
2026-06-06 08:16:27,289 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 2
2026-06-06 08:16:27,289 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,289 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 2
2026-06-06 08:16:27,289 INFO    HandlerThread:539566 [system_monitor.py:finish():203] Stopping system monitor
2026-06-06 08:16:27,290 INFO    HandlerThread:539566 [interfaces.py:finish():200] Joined cpu monitor
2026-06-06 08:16:27,290 DEBUG   SystemMonitor:539566 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2026-06-06 08:16:27,290 DEBUG   SystemMonitor:539566 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2026-06-06 08:16:27,290 DEBUG   SystemMonitor:539566 [system_monitor.py:_start():183] Publishing last batch of metrics
2026-06-06 08:16:27,291 INFO    HandlerThread:539566 [interfaces.py:finish():200] Joined disk monitor
2026-06-06 08:16:27,291 INFO    HandlerThread:539566 [interfaces.py:finish():200] Joined memory monitor
2026-06-06 08:16:27,291 INFO    HandlerThread:539566 [interfaces.py:finish():200] Joined network monitor
2026-06-06 08:16:27,292 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,292 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 2
2026-06-06 08:16:27,292 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 3
2026-06-06 08:16:27,292 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,292 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 3
2026-06-06 08:16:27,292 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,292 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 3
2026-06-06 08:16:27,292 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 4
2026-06-06 08:16:27,292 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,292 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 4
2026-06-06 08:16:27,293 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,293 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 4
2026-06-06 08:16:27,293 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 5
2026-06-06 08:16:27,293 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,293 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 5
2026-06-06 08:16:27,293 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,293 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 5
2026-06-06 08:16:27,293 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 6
2026-06-06 08:16:27,293 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,294 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 6
2026-06-06 08:16:27,294 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,294 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 6
2026-06-06 08:16:27,294 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 7
2026-06-06 08:16:27,294 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: status_report
2026-06-06 08:16:27,294 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,294 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 7
2026-06-06 08:16:27,295 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: status_report
2026-06-06 08:16:27,295 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,295 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 7
2026-06-06 08:16:27,295 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 8
2026-06-06 08:16:27,295 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,295 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 8
2026-06-06 08:16:27,295 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,295 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 8
2026-06-06 08:16:27,295 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 9
2026-06-06 08:16:27,295 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,296 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 9
2026-06-06 08:16:27,296 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,296 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 9
2026-06-06 08:16:27,296 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 10
2026-06-06 08:16:27,296 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,296 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 10
2026-06-06 08:16:27,296 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,296 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 10
2026-06-06 08:16:27,296 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 11
2026-06-06 08:16:27,297 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,297 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 11
2026-06-06 08:16:27,297 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,297 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 11
2026-06-06 08:16:27,297 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 12
2026-06-06 08:16:27,297 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,297 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 12
2026-06-06 08:16:27,297 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,298 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 12
2026-06-06 08:16:27,298 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 13
2026-06-06 08:16:27,298 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,298 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 13
2026-06-06 08:16:27,298 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,298 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 13
2026-06-06 08:16:27,298 INFO    SenderThread:539566 [sender.py:transition_state():613] send defer: 14
2026-06-06 08:16:27,298 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: defer
2026-06-06 08:16:27,298 INFO    HandlerThread:539566 [handler.py:handle_request_defer():184] handle defer: 14
2026-06-06 08:16:27,299 DEBUG   SenderThread:539566 [sender.py:send():378] send: final
2026-06-06 08:16:27,299 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: defer
2026-06-06 08:16:27,299 INFO    SenderThread:539566 [sender.py:send_request_defer():609] handle sender defer: 14
2026-06-06 08:16:27,300 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: poll_exit
2026-06-06 08:16:27,300 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: poll_exit
2026-06-06 08:16:27,301 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: internal_messages
2026-06-06 08:16:27,302 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: server_info
2026-06-06 08:16:27,302 DEBUG   SenderThread:539566 [sender.py:send_request():405] send_request: server_info
2026-06-06 08:16:27,302 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: get_summary
2026-06-06 08:16:27,303 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: sampled_history
2026-06-06 08:16:27,344 DEBUG   HandlerThread:539566 [handler.py:handle_request():158] handle_request: shutdown
2026-06-06 08:16:27,344 INFO    HandlerThread:539566 [handler.py:finish():882] shutting down handler
2026-06-06 08:16:28,302 INFO    WriterThread:539566 [datastore.py:close():296] close: /app/environment/wandb/offline-run-20260606_081627-u45g17ar/run-u45g17ar.wandb
2026-06-06 08:16:28,302 INFO    SenderThread:539566 [sender.py:finish():1545] shutting down sender
