2026-06-06 17:34:48,481 INFO    StreamThr :661090 [internal.py:wandb_internal():85] W&B internal server running at pid: 661090, started at: 2026-06-06 17:34:48.480589
2026-06-06 17:34:48,485 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: status
2026-06-06 17:34:48,487 INFO    WriterThread:661090 [datastore.py:open_for_write():87] open: /app/environment/wandb/offline-run-20260606_173448-ouw70en1/run-ouw70en1.wandb
2026-06-06 17:34:48,542 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: run_start
2026-06-06 17:34:48,544 DEBUG   HandlerThread:661090 [system_info.py:__init__():26] System info init
2026-06-06 17:34:48,544 DEBUG   HandlerThread:661090 [system_info.py:__init__():41] System info init done
2026-06-06 17:34:48,545 INFO    HandlerThread:661090 [system_monitor.py:start():194] Starting system monitor
2026-06-06 17:34:48,545 INFO    SystemMonitor:661090 [system_monitor.py:_start():158] Starting system asset monitoring threads
2026-06-06 17:34:48,546 INFO    HandlerThread:661090 [system_monitor.py:probe():214] Collecting system info
2026-06-06 17:34:48,548 INFO    SystemMonitor:661090 [interfaces.py:start():188] Started cpu monitoring
2026-06-06 17:34:48,549 INFO    SystemMonitor:661090 [interfaces.py:start():188] Started disk monitoring
2026-06-06 17:34:48,550 INFO    SystemMonitor:661090 [interfaces.py:start():188] Started memory monitoring
2026-06-06 17:34:48,552 INFO    SystemMonitor:661090 [interfaces.py:start():188] Started network monitoring
2026-06-06 17:34:48,559 DEBUG   HandlerThread:661090 [system_info.py:probe():150] Probing system
2026-06-06 17:34:48,560 DEBUG   HandlerThread:661090 [system_info.py:_probe_git():135] Probing git
2026-06-06 17:34:48,572 DEBUG   HandlerThread:661090 [system_info.py:_probe_git():143] Probing git done
2026-06-06 17:34:48,572 DEBUG   HandlerThread:661090 [system_info.py:probe():198] Probing system done
2026-06-06 17:34:48,572 DEBUG   HandlerThread:661090 [system_monitor.py:probe():223] {'os': 'Linux-6.8.0-x86_64-with-glibc2.39', 'python': '3.12.13', 'heartbeatAt': '2026-06-06T17:34:48.559597', 'startedAt': '2026-06-06T17:34:48.470805', 'docker': None, 'cuda': None, 'args': ('/app/environment/data/train.csv', '/app/environment/model.joblib', '/app/environment/hist.json'), 'state': 'running', 'program': '/app/environment/cli/train.py', 'codePathLocal': 'environment/cli/train.py', 'codePath': 'environment/cli/train.py', 'git': {'remote': 'https://vinayguttula:@github.com/vinayguttula/WandB-Offline-Drift-Monitoring.git', 'commit': '560f1189039ccec8b25c5c689b08b8e61f08b778'}, 'email': '161369871+google-labs-jules[bot]@users.noreply.github.com', 'root': '/app', 'host': 'devbox', 'username': 'jules', 'executable': '/home/jules/.pyenv/versions/3.12.13/bin/python', 'cpu_count': 4, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2299.998, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 97.87200164794922, 'used': 0.6975288391113281}}, 'memory': {'total': 7.772556304931641}}
2026-06-06 17:34:48,573 INFO    HandlerThread:661090 [system_monitor.py:probe():224] Finished collecting system info
2026-06-06 17:34:48,573 INFO    HandlerThread:661090 [system_monitor.py:probe():227] Publishing system info
2026-06-06 17:34:48,573 INFO    HandlerThread:661090 [system_monitor.py:probe():229] Finished publishing system info
2026-06-06 17:34:48,649 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: python_packages
2026-06-06 17:34:48,690 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: partial_history
2026-06-06 17:34:48,748 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: partial_history
2026-06-06 17:34:48,763 DEBUG   SenderThread:661090 [sender.py:send():378] send: exit
2026-06-06 17:34:48,764 INFO    SenderThread:661090 [sender.py:send_exit():585] handling exit code: 0
2026-06-06 17:34:48,764 INFO    SenderThread:661090 [sender.py:send_exit():587] handling runtime: 0
2026-06-06 17:34:48,764 INFO    SenderThread:661090 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2026-06-06 17:34:48,765 INFO    SenderThread:661090 [sender.py:send_exit():593] send defer
2026-06-06 17:34:48,765 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,765 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 0
2026-06-06 17:34:48,765 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,765 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 0
2026-06-06 17:34:48,765 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 1
2026-06-06 17:34:48,766 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,766 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 1
2026-06-06 17:34:48,766 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,766 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 1
2026-06-06 17:34:48,766 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 2
2026-06-06 17:34:48,766 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,766 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 2
2026-06-06 17:34:48,766 INFO    HandlerThread:661090 [system_monitor.py:finish():203] Stopping system monitor
2026-06-06 17:34:48,767 DEBUG   SystemMonitor:661090 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2026-06-06 17:34:48,767 DEBUG   SystemMonitor:661090 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2026-06-06 17:34:48,767 DEBUG   SystemMonitor:661090 [system_monitor.py:_start():183] Publishing last batch of metrics
2026-06-06 17:34:48,767 INFO    HandlerThread:661090 [interfaces.py:finish():200] Joined cpu monitor
2026-06-06 17:34:48,768 INFO    HandlerThread:661090 [interfaces.py:finish():200] Joined disk monitor
2026-06-06 17:34:48,768 INFO    HandlerThread:661090 [interfaces.py:finish():200] Joined memory monitor
2026-06-06 17:34:48,768 INFO    HandlerThread:661090 [interfaces.py:finish():200] Joined network monitor
2026-06-06 17:34:48,768 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,768 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 2
2026-06-06 17:34:48,768 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 3
2026-06-06 17:34:48,769 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,769 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 3
2026-06-06 17:34:48,769 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,769 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 3
2026-06-06 17:34:48,769 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 4
2026-06-06 17:34:48,769 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,769 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 4
2026-06-06 17:34:48,770 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,770 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 4
2026-06-06 17:34:48,770 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 5
2026-06-06 17:34:48,770 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,770 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 5
2026-06-06 17:34:48,770 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,770 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 5
2026-06-06 17:34:48,770 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 6
2026-06-06 17:34:48,770 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,770 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 6
2026-06-06 17:34:48,771 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,771 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 6
2026-06-06 17:34:48,771 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 7
2026-06-06 17:34:48,771 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: status_report
2026-06-06 17:34:48,771 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,771 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 7
2026-06-06 17:34:48,772 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: status_report
2026-06-06 17:34:48,772 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,772 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 7
2026-06-06 17:34:48,772 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 8
2026-06-06 17:34:48,772 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,772 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 8
2026-06-06 17:34:48,772 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,772 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 8
2026-06-06 17:34:48,772 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 9
2026-06-06 17:34:48,772 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,773 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 9
2026-06-06 17:34:48,773 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,773 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 9
2026-06-06 17:34:48,773 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 10
2026-06-06 17:34:48,773 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
2026-06-06 17:34:48,773 INFO    HandlerThread:661090 [handler.py:handle_request_defer():184] handle defer: 10
2026-06-06 17:34:48,773 DEBUG   SenderThread:661090 [sender.py:send_request():405] send_request: defer
2026-06-06 17:34:48,773 INFO    SenderThread:661090 [sender.py:send_request_defer():609] handle sender defer: 10
2026-06-06 17:34:48,773 INFO    SenderThread:661090 [sender.py:transition_state():613] send defer: 11
2026-06-06 17:34:48,774 DEBUG   HandlerThread:661090 [handler.py:handle_request():158] handle_request: defer
